"","NCTNum","Site","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success"
"1784","NCT00003114","Lymphoma","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: etoposide|Drug: lomustine|Drug: procarbazine hydrochloride|Radiation: radiation therapy","20",5,"No Results Available","Drug",4,1
"1785","NCT00055640","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Genetic: microarray analysis","20",9,"No Results Available","Drug",4,1
"1786","NCT00074178","Lymphoma","Completed","Biological: filgrastim|Biological: pegfilgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: dexamethasone|Drug: etoposide phosphate|Drug: methotrexate","20",22,"No Results Available","Drug",4,1
"1787","NCT00004260","Lymphoma","Completed","Biological: recombinant interleukin-12|Biological: rituximab","10",NA,"No Results Available","Bio",2,1
"1788","NCT00726739","Melanoma","Completed","Biological: aldesleukin|Biological: allogeneic large multivalent immunogen vaccine","20",21,"Has Results","Bio",4,1
"1789","NCT01097057","Lymphoma","Completed","Drug: Carboplatin|Drug: Etoposide|Biological: Filgrastim|Drug: Ifosfamide|Procedure: Leukapheresis|Drug: Plerixafor|Biological: Rituximab","20",20,"Has Results","Both",4,1
"1790","NCT00722098","Melanoma","Terminated","Biological: DC Vaccine & Cyclophosphamide|Biological: DC Vaccine & Placebo","20",9,"No Results Available","Bio",4,0
"1791","NCT00002868","Leukemia","Completed","Biological: filgrastim|Biological: recombinant interferon alfa|Drug: busulfan|Drug: cytarabine|Drug: etoposide|Drug: hydroxyurea|Drug: idarubicin|Procedure: peripheral blood stem cell transplantation","30",744,"No Results Available","Drug",6,1
"1792","NCT00002638","Leukemia","Completed","Biological: filgrastim|Biological: sargramostim|Drug: carmustine|Drug: cyclophosphamide|Drug: cytarabine|Drug: etoposide|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",30,"No Results Available","Drug",4,1
"1793","NCT00002461","Lymphoma","Completed","Biological: filgrastim|Biological: sargramostim|Drug: carmustine|Drug: cisplatin|Drug: cyclophosphamide|Drug: etoposide|Procedure: autologous bone marrow transplantation|Procedure: in vitro-treated bone marrow transplantation|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",35,"No Results Available","Drug",4,1
"1794","NCT00028665","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: carmustine|Drug: cisplatin|Drug: cyclophosphamide|Drug: etoposide|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",37,"No Results Available","Drug",4,1
"1795","NCT00020397","Melanoma","Completed","Biological: NY-ESO-1 peptide vaccine|Biological: aldesleukin","20",NA,"No Results Available","Bio",4,1
"1796","NCT00053014","Leukemia","Terminated","Biological: therapeutic allogeneic lymphocytes|Drug: cyclosporine|Drug: fludarabine|Drug: mycophenolate mofetil|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",5,"Has Results","Drug",4,0
"1797","NCT00118313","Melanoma","Completed","Biological: incomplete Freund's adjuvant|Biological: multi-epitope melanoma peptide vaccine|Biological: sargramostim|Biological: tetanus toxoid helper peptide|Drug: dimethyl sulfoxide|Drug: imiquimod|Procedure: adjuvant therapy","10",NA,"No Results Available","Drug",2,1
"1798","NCT00002510","Lymphoma","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: etoposide|Drug: mesna|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","15",NA,"No Results Available","Drug",3,1
"1799","NCT00002829","Lymphoma","Completed","Biological: Recombinant Interferon Alfa|Drug: Cyclophosphamide|Drug: Etoposide|Drug: Mesna|Procedure: Bone Marrow Transplantation|Radiation: Radiation Therapy","20",45,"No Results Available","Drug",4,1
"1800","NCT00565058","Leukemia","Completed","Biological: GTI-2040","20",27,"Has Results","Bio",4,1
"1801","NCT00004112","Lymphoma","Completed","Biological: rituximab|Drug: CHOP regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","30",NA,"No Results Available","Drug",6,1
"1802","NCT00003060","Melanoma","Unknown status","Biological: filgrastim|Drug: busulfan|Drug: cyclophosphamide|Drug: cyclosporine|Drug: methotrexate|Procedure: allogeneic bone marrow transplantation","10",6,"No Results Available","Drug",2,0
"1803","NCT00003414","Lymphoma","Completed","Biological: aldesleukin|Biological: recombinant interferon gamma|Drug: busulfan|Drug: cyclophosphamide|Drug: cyclosporine|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","30",50,"No Results Available","Drug",6,1
"1804","NCT00002634","Brain","Completed","Biological: filgrastim|Biological: monoclonal antibody 3F8|Drug: cisplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: mesna|Drug: perfosfamide|Drug: vincristine sulfate|Procedure: autologous bone marrow transplantation|Procedure: in vitro-treated bone marrow transplantation|Radiation: low-LET cobalt-60 gamma ray therapy|Radiation: low-LET photon therapy|Radiation: radioisotope therapy","20",45,"No Results Available","Drug",4,1
"1805","NCT00006669","Lymphoma","Unknown status","Biological: rituximab|Biological: sargramostim|Drug: EPOCH regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: vincristine sulfate","20",NA,"No Results Available","Drug",4,0
"1806","NCT00313235","Melanoma","Completed","Biological: DC Vaccine and Cyclophosphamide","15",41,"No Results Available","Bio",3,1
"1807","NCT00091104","Melanoma","Completed","Biological: MART-1:27-35 peptide vaccine|Biological: aldesleukin|Biological: filgrastim|Biological: incomplete Freund's adjuvant|Biological: therapeutic autologous lymphocytes|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: autologous hematopoietic stem cell transplantation|Procedure: in vitro-treated peripheral blood stem cell transplantation|Radiation: total-body irradiation","10",136,"No Results Available","Drug",2,1
"1808","NCT00490529","Lymphoma","Completed","Biological: CpG-MCL vaccine, primed T-cells|Procedure: Autologous peripheral blood stem cell transplantation|Procedure: CT scan|Procedure: PET-CT scan|Drug: PF-3512676|Drug: Rituximab","20",61,"No Results Available","Drug",4,1
"1809","NCT00117845","Leukemia","Completed","Biological: Denileukin diftitox (Ontak)","20",17,"Has Results","Bio",4,1
"1810","NCT00003224","Melanoma","Completed","Biological: QS21|Biological: IFA (incomplete Freund's adjuvant)|Biological: p946|Biological: p946/tet-p|Biological: Tet-p","10",22,"Has Results","Bio",2,1
"1811","NCT00085462","Melanoma","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: gp100-fowlpox vaccine|Biological: therapeutic autologous lymphocytes|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate","10",61,"No Results Available","Drug",2,1
"1812","NCT00079144","Melanoma","Completed","Biological: NY-ESO-1 peptide vaccine|Biological: aldesleukin|Biological: filgrastim|Biological: incomplete Freund's adjuvant|Biological: therapeutic autologous lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate","20",NA,"No Results Available","Drug",4,1
"1813","NCT02049489","Brain","Completed","Biological: ICT-121 DC vaccine","10",20,"No Results Available","Bio",2,1
"1814","NCT00049439","Lymphoma","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: etoposide|Drug: lomustine|Drug: procarbazine hydrochloride","20",54,"No Results Available","Drug",4,1
"1815","NCT00004025","Melanoma","Unknown status","Biological: aldesleukin|Biological: dendritic cell-gp100-MART-1 antigen vaccine","15",36,"No Results Available","Bio",3,0
"1816","NCT00676806","Leukemia","Terminated","Biological: Umbilical Cord Blood After Myeloablative Conditioning|Biological: Umbilical Cord Blood After Reduced-Intensity Conditioning","20",7,"Has Results","Bio",4,0
"1817","NCT00002845","Melanoma","Unknown status","Biological: aldesleukin","20",20,"No Results Available","Bio",4,0
"1818","NCT00003362","Melanoma","Completed","Biological: QS21|Biological: gp100 antigen|Biological: incomplete Freund's adjuvant|Biological: sargramostim|Biological: tyrosinase peptide","20",NA,"No Results Available","Bio",4,1
"1819","NCT00006233","Melanoma","Completed","Biological: therapeutic allogeneic lymphocytes|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: mycophenolate mofetil|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",NA,"No Results Available","Drug",4,1
"1820","NCT00002748","Brain","Completed","Biological: gene-modified tumor cell vaccine therapy|Biological: interleukin-2 gene","10",38,"No Results Available","Bio",2,1
"1821","NCT00109863","Melanoma","Completed","Biological: hu14.18-IL2 fusion protein","20",14,"No Results Available","Bio",4,1
"1822","NCT00795457","Brain","Completed","Biological: GAA/TT-peptide vaccine and poly-ICLC","05",13,"No Results Available","Bio",1,1
"1823","NCT00004010","Lymphoma","Completed","Biological: bleomycin sulfate|Biological: filgrastim|Drug: ABVD regimen|Drug: cyclophosphamide|Drug: dacarbazine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: procarbazine hydrochloride|Drug: vinblastine sulfate|Drug: vincristine sulfate|Radiation: radiation therapy","20",99,"No Results Available","Drug",4,1
"1824","NCT00217503","Lymphoma","Completed","Biological: bevacizumab|Biological: filgrastim|Biological: pegfilgrastim|Drug: bortezomib|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: ganciclovir|Drug: valganciclovir|Drug: zidovudine","20",15,"No Results Available","Drug",4,1
"1825","NCT00002697","Lymphoma","Completed","Biological: filgrastim|Biological: sargramostim|Drug: carboplatin|Drug: etoposide|Drug: ifosfamide|Procedure: autologous bone marrow transplantation|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",NA,"No Results Available","Drug",4,1
"1826","NCT00433537","Lymphoma","Completed","Drug: bortezomib|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: vincristine|Drug: dexamethasone|Biological: filgrastim|Biological: pegfilgrastim|Procedure: Autologous stem cell transplantation (ASCT)","20",77,"Has Results","Both",4,1
"1827","NCT00086944","Lymphoma","Completed","Biological: oblimersen sodium|Biological: rituximab|Drug: ifosfamide|Drug: carboplatin|Drug: etoposide|Biological: filgrastim|Biological: pegfilgrastim|Other: laboratory biomarker analysis","15",25,"No Results Available","Both",3,1
"1828","NCT00521014","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Biological: sargramostim|Drug: carmustine|Drug: cytarabine|Drug: etoposide|Drug: melphalan|Procedure: autologous hematopoietic stem cell transplantation","20",14,"Has Results","Drug",4,1
"1829","NCT00539695","Leukemia","Completed","Biological: IL-2","20",25,"Has Results","Bio",4,1
"1830","NCT00058461","Leukemia","Terminated","Drug: ifosfamide|Drug: etoposide|Biological: rituximab|Drug: carboplatin|Biological: filgrastim|Drug: methotrexate|Drug: cytarabine|Other: laboratory biomarker analysis","20",82,"No Results Available","Both",4,0
"1831","NCT01472081","Kidney","Unknown status","Biological: Nivolumab|Biological: Pazopanib|Drug: Sunitinib|Biological: Ipilimumab","10",175,"No Results Available","Both",2,0
"1832","NCT00295932","Leukemia","Completed","Biological: rituximab|Drug: bortezomib|Drug: cyclophosphamide|Drug: prednisone","15",79,"Has Results","Drug",3,1
"1833","NCT00546793","Leukemia","Completed","Biological: veltuzumab","15",32,"No Results Available","Bio",3,1
"1834","NCT00057811","Leukemia","Completed","Drug: doxorubicin hydrochloride|Drug: cyclophosphamide|Drug: methotrexate|Drug: rasburicase|Drug: leucovorin calcium|Drug: prednisone|Drug: methylprednisolone|Biological: filgrastim|Biological: rituximab|Drug: cytarabine|Drug: etoposide|Drug: vincristine sulfate|Drug: hydrocortisone sodium succinate|Other: laboratory biomarker analysis","20",97,"Has Results","Both",4,1
"1835","NCT00004192","Lymphoma","Completed","Biological: filgrastim|Biological: pegfilgrastim|Drug: cisplatin|Drug: cytarabine|Drug: etoposide|Drug: methylprednisolone","20",60,"No Results Available","Drug",4,1
"1836","NCT00686556","Leukemia","Completed","Drug: cyclophosphamide|Drug: cyclosporine|Drug: Fludarabine|Drug: mycophenolate mofetil|Radiation: total marrow irradiation|Procedure: umbilical cord blood transplantation|Biological: Granulocyte colony-stimulating factor|Biological: HLA-matched related donor bone marrow","10",12,"No Results Available","Both",2,1
"1837","NCT00133991","Leukemia","Completed","Biological: Filgrastim|Biological: Rituximab|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Methotrexate|Drug: Prednisone|Drug: Hydrocortisone|Drug: Vincristine|Drug: Leucovorin","20",23,"Has Results","Drug",4,1
"1838","NCT00008021","Lymphoma","Unknown status","Biological: filgrastim|Biological: monoclonal antibody Lym-1|Drug: cyclosporine|Drug: paclitaxel|Procedure: peripheral blood stem cell transplantation|Radiation: indium In 111 monoclonal antibody Lym-1|Radiation: yttrium Y 90 monoclonal antibody Lym-1","10",NA,"No Results Available","Drug",2,0
"1839","NCT00976573","Melanoma","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: everolimus|Drug: paclitaxel","20",149,"Has Results","Drug",4,1
"1840","NCT00438880","Lymphoma","Completed","Drug: Agatolimod Sodium|Radiation: Indium In-111 Ibritumomab Tiuxetan|Other: Laboratory Biomarker Analysis|Procedure: Radionuclide Imaging|Biological: Rituximab|Procedure: Single Photon Emission Computed Tomography|Radiation: Yttrium Y-90 Ibritumomab Tiuxetan","15",38,"Has Results","Both",3,1
"1841","NCT00626405","Melanoma","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: paclitaxel albumin-stabilized nanoparticle formulation|Drug: temozolomide","20",95,"Has Results","Drug",4,1
"1842","NCT00003502","Lymphoma","Withdrawn","Drug: antineoplaston A10|Drug: antineoplaston AS2-1|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0
"1843","NCT00006241","Lymphoma","Completed","Biological: filgrastim|Drug: chemotherapy|Procedure: in vitro-treated peripheral blood stem cell transplantation|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",NA,"No Results Available","Drug",4,1
"1844","NCT01334502","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: everolimus|Drug: prednisone|Drug: vincristine sulfate","10",26,"No Results Available","Drug",2,1
"1845","NCT01012297","Uterus","Terminated","Biological: Bevacizumab|Drug: Docetaxel|Biological: Filgrastim|Drug: Gemcitabine Hydrochloride|Biological: Pegfilgrastim|Other: Placebo","30",107,"Has Results","Both",6,0
"1846","NCT00107354","Leukemia","Completed","Biological: aldesleukin|Biological: therapeutic allogeneic lymphocytes|Biological: therapeutic autologous lymphocytes|Drug: cytarabine|Drug: etoposide|Drug: mitoxantrone hydrochloride|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","10",NA,"No Results Available","Drug",2,1
"1847","NCT01004991","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: vincristine|Drug: doxorubicin|Drug: prednisone|Drug: azacytidine","15",14,"Has Results","Drug",3,1
"1848","NCT01269385","Leukemia","Unknown status","Biological: alemtuzumab|Biological: rituximab|Drug: PGG beta-glucan|Other: flow cytometry|Other: laboratory biomarker analysis|Genetic: DNA analysis|Genetic: fluorescence in situ hybridization|Genetic: polymerase chain reaction|Genetic: polymorphism analysis|Genetic: mutation analysis","15",55,"No Results Available","Drug",3,0
"1849","NCT03197506","Brain","Suspended","Radiation: External Beam Radiation Therapy|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Radiation: Radiation Therapy|Drug: Temozolomide|Procedure: Therapeutic Conventional Surgery","20",90,"No Results Available","Drug",4,0
"1850","NCT00634179","Lymphoma","Completed","Drug: Bortezomib|Biological: Rituximab|Drug: Doxorubicin|Drug: Cyclophosphamide|Drug: Vincristine|Drug: Prednisone","15",37,"Has Results","Both",3,1
"1851","NCT00104819","Lymphoma","Terminated","Biological: autologous immunoglobulin idiotype-KLH conjugate vaccine|Biological: sargramostim","20",238,"No Results Available","Bio",4,0
"1852","NCT00392327","Brain","Suspended","Drug: Carboplatin|Drug: Cisplatin|Drug: Cyclophosphamide|Biological: Filgrastim|Drug: Isotretinoin|Other: Laboratory Biomarker Analysis|Other: Quality-of-Life Assessment|Radiation: Radiation Therapy|Drug: Vincristine Sulfate","30",400,"No Results Available","Both",6,0
"1853","NCT01629511","Leukemia","Terminated","Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Biological: Anti-Thymocyte Globulin|Drug: Busulfan|Drug: Clofarabine|Biological: Filgrastim|Drug: Gemcitabine|Drug: Methotrexate|Drug: Tacrolimus","15",15,"No Results Available","Both",3,0
"1854","NCT00945815","Leukemia","Completed","Biological: epratuzumab|Drug: clofarabine|Drug: cytarabine|Other: laboratory biomarker analysis","20",35,"Has Results","Drug",4,1
"1855","NCT00772486","Leukemia","Unknown status","Biological: ISF35","10",12,"No Results Available","Bio",2,0
"1856","NCT00080847","Lymphoma","Terminated","Biological: oblimersen sodium|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: vincristine sulfate|Drug: prednisone|Other: laboratory biomarker analysis","20",160,"No Results Available","Drug",4,0
"1857","NCT00121199","Lymphoma","Completed","Biological: rituximab|Biological: bevacizumab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: vincristine sulfate|Drug: prednisone|Other: laboratory biomarker analysis","20",73,"Has Results","Drug",4,1
"1858","NCT00516217","Lymphoma","Completed","Biological: galiximab","20",30,"Has Results","Bio",4,1
"1859","NCT00002649","Lymphoma","Completed","Biological: aldesleukin|Biological: filgrastim|Drug: cyclophosphamide|Drug: etoposide|Radiation: radiation therapy|Procedure: peripheral blood stem cell transplantation|Procedure: bone marrow ablation with stem cell support","30",206,"No Results Available","Drug",6,1
"1860","NCT00004104","Melanoma","Completed","Biological: liposomal interleukin-2|Biological: polyvalent melanoma vaccine|Biological: recombinant interferon alfa","20",NA,"No Results Available","Bio",4,1
"1861","NCT00054535","Melanoma","Completed","Biological: aldesleukin|Biological: recombinant fowlpox-tyrosinase vaccine|Biological: vaccinia-tyrosinase vaccine","20",NA,"No Results Available","Bio",4,1
"1862","NCT00019734","Melanoma","Completed","Biological: aldesleukin|Biological: fowlpox virus vaccine vector|Biological: vaccinia-tyrosinase vaccine","20",NA,"No Results Available","Bio",4,1
"1863","NCT00019175","Melanoma","Completed","Biological: aldesleukin|Biological: fowlpox virus vaccine vector|Biological: gp100 antigen","10",NA,"No Results Available","Bio",2,1
"1864","NCT00019669","Melanoma","Completed","Biological: aldesleukin|Biological: fowlpox virus vaccine vector|Biological: gp100 antigen","20",NA,"No Results Available","Bio",4,1
"1865","NCT00002788","Leukemia","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: dexamethasone|Drug: etoposide|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","10",15,"No Results Available","Drug",2,1
"1866","NCT02272855","Melanoma","Completed","Biological: HF10 plus Ipilimumab","20",46,"No Results Available","Bio",4,1
"1867","NCT00515697","Kidney","Completed","Biological: Ramucirumab","20",39,"Has Results","Bio",4,1
"1868","NCT01466179","Leukemia","Completed","Biological: Blinatumomab","20",225,"Has Results","Bio",4,1
"1869","NCT00002687","Lymphoma","Completed","Biological: aldesleukin","10",30,"No Results Available","Bio",2,1
"1870","NCT00003204","Lymphoma","Completed","Drug: cyclophosphamide|Drug: fludarabine phosphate|Drug: vincristine sulfate|Drug: prednisone|Biological: rituximab|Other: laboratory biomarker analysis","30",515,"No Results Available","Both",6,1
"1871","NCT01696045","Melanoma","Terminated","Biological: Ipilimumab","20",14,"Has Results","Bio",4,0
"1872","NCT02974621","Brain","Suspended","Biological: Bevacizumab|Drug: Cediranib Maleate|Other: Laboratory Biomarker Analysis|Drug: Olaparib","20",70,"No Results Available","Drug",4,0
"1873","NCT01515189","Melanoma","Completed","Biological: Ipilimumab","30",831,"Has Results","Bio",6,1
"1874","NCT00920907","Melanoma","Completed","Biological: Ipilimumab","10",99,"Has Results","Bio",2,1
"1875","NCT00001941","Leukemia","Completed","Biological: daclizumab","15",34,"Has Results","Bio",3,1
"1876","NCT00600054","Brain","Completed","Biological: nimotuzumab (anti EGFR humanized monoclonal antibody)","20",44,"No Results Available","Bio",4,1
"1877","NCT00058292","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: Carmustine|Drug: cytarabine|Drug: etoposide|Drug: melphalan|Procedure: peripheral blood stem cell transplantation|Radiation: yttrium Y 90 ibritumomab tiuxetan","10",44,"No Results Available","Drug",2,1
"1878","NCT00052156","Melanoma","Unknown status","Biological: CancerVax vaccine (CANVAXIN)","30",670,"No Results Available","Bio",6,0
"1879","NCT00052130","Melanoma","Unknown status","Biological: CancerVax vaccine (CANVAXIN)","30",1118,"No Results Available","Bio",6,0
"1880","NCT00072085","Melanoma","Completed","Biological: aldesleukin|Biological: gp100 antigen|Biological: incomplete Freund's adjuvant","20",NA,"No Results Available","Bio",4,1
"1881","NCT00089193","Melanoma","Completed","Biological: incomplete Freund's adjuvant|Biological: multi-epitope melanoma peptide vaccine|Biological: sargramostim","20",NA,"No Results Available","Bio",4,1
"1882","NCT00005788","Lymphoma","Terminated","Biological: aldesleukin","20",NA,"No Results Available","Bio",4,0
"1883","NCT00004858","Leukemia","Unknown status","Biological: B43-genistein immunoconjugate","10",NA,"No Results Available","Bio",2,0
"1884","NCT00290810","Leukemia","Completed","Biological: bevacizumab","20",12,"Has Results","Bio",4,1
"1885","NCT01626664","Leukemia","Completed","Biological: KW-0761|Drug: Pralatrexate|Drug: gemcitabine plus oxaliplatin|Drug: DHAP","20",71,"Has Results","Drug",4,1
"1886","NCT01186328","Leukemia","Terminated","Drug: EZN-3042|Drug: Cytarabine|Drug: Doxorubicin|Drug: Prednisone|Drug: Vincristine|Drug: Pegaspargase|Drug: Methotrexate","10",6,"No Results Available","Drug",2,0
"1887","NCT00081068","Lymphoma","Withdrawn","Biological: alemtuzumab","20",0,"No Results Available","Bio",4,0
"1888","NCT00450983","Leukemia","Terminated","Biological: muromonab-CD3|Biological: natural killer cell therapy|Drug: fludarabine phosphate|Drug: methotrexate|Drug: thiotepa|Genetic: gene expression analysis|Other: flow cytometry|Other: immunologic technique|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: in vitro-treated peripheral blood stem cell transplantation|Radiation: total-body irradiation","20",1,"Has Results","Drug",4,0
"1889","NCT03591744","Leukemia","Withdrawn","Drug: Bortezomib|Biological: Daratumumab|Drug: Dexamethasone|Drug: Lenalidomide|Drug: Pegylated Liposomal Doxorubicin Hydrochloride","10",0,"No Results Available","Both",2,0
"1890","NCT00062244","Lymphoma","Completed","Biological: oblimersen sodium","15",58,"No Results Available","Bio",3,1
"1891","NCT00499616","Brain","Completed","Drug: carboplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: topotecan hydrochloride|Drug: Isotretinoin|Procedure: Surgery|Drug: Filgrastim","30",464,"Has Results","Drug",6,1
"1892","NCT00060346","Lymphoma","Terminated","Biological: rituximab|Drug: cyclophosphamide|Drug: Doxorubicin|Drug: Prednisone|Drug: Vincristine","20",16,"Has Results","Drug",4,0
"1893","NCT00811733","Lymphoma","Completed","Biological: Ofatumumab","20",37,"Has Results","Bio",4,1
"1894","NCT00328198","Leukemia","Completed","Biological: Alemtuzumab","20",86,"Has Results","Bio",4,1
"1895","NCT00293319","Brain","Completed","Biological: filgrastim|Radiation: iobenguane I 131","20",164,"No Results Available","Bio",4,1
"1896","NCT00295971","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: therapeutic allogeneic lymphocytes|Drug: fludarabine phosphate|Drug: thiotepa|Procedure: allogeneic bone marrow transplantation|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: in vitro-treated peripheral blood stem cell transplantation|Radiation: total-body irradiation","10",21,"No Results Available","Drug",2,1
"1897","NCT01369849","Leukemia","Completed","Drug: Akt Inhibitor MK2206|Drug: Bendamustine Hydrochloride|Other: Laboratory Biomarker Analysis|Biological: Rituximab","15",15,"Has Results","Both",3,1
"1898","NCT01295710","Leukemia","Unknown status","Biological: US-ATG-F|Biological: Placebo","30",260,"No Results Available","Bio",6,0
"1899","NCT00006708","Lymphoma","Terminated","Biological: filgrastim|Biological: rituximab|Drug: carboplatin|Drug: etoposide|Drug: ifosfamide","30",7,"No Results Available","Drug",6,0
"1900","NCT00041327","Lymphoma","Completed","Biological: filgrastim|Biological: recombinant interferon alfa|Drug: Etoposide|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: lamivudine|Drug: prednisone|Drug: vincristine sulfate|Drug: zidovudine","20",19,"No Results Available","Drug",4,1
"1901","NCT00553501","Lymphoma","Completed","Biological: epratuzumab|Biological: rituximab","20",60,"Has Results","Bio",4,1
"1902","NCT00117975","Lymphoma","Completed","Biological: galiximab|Biological: rituximab","20",62,"No Results Available","Bio",4,1
"1903","NCT00071955","Lymphoma","Completed","Biological: autologous immunoglobulin idiotype-KLH conjugate vaccine|Biological: sargramostim","20",NA,"No Results Available","Bio",4,1
"1904","NCT02282215","Leukemia","Completed","Biological: CLT-008|Biological: G-CSF","20",163,"No Results Available","Bio",4,1
"1905","NCT00354926","Lymphoma","Completed","Biological: AME-133v (LY2469298)","10",67,"No Results Available","Bio",2,1
"1906","NCT00003849","Lymphoma","Completed","Biological: rituximab","20",39,"No Results Available","Bio",4,1
"1907","NCT00072449","Lymphoma","Terminated","Biological: rituximab","20",12,"Has Results","Bio",4,0
"1908","NCT00969722","Brain","Terminated","Biological: MAb-3F8|Biological: Subcutaneous Granulocyte Macrophage Colony Stimulating Factor (GM-CSF)|Biological: 13-cis-Retinoic Acid","20",1,"No Results Available","Bio",4,0
"1909","NCT02828358","Leukemia","Suspended","Drug: Azacitidine|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Daunorubicin Hydrochloride|Drug: Dexamethasone|Drug: Hydrocortisone Sodium Succinate|Other: Laboratory Biomarker Analysis|Drug: Leucovorin Calcium|Drug: Mercaptopurine|Drug: Methotrexate|Drug: Pegaspargase|Other: Pharmacological Study|Drug: Prednisolone|Drug: Thioguanine|Drug: Vincristine Sulfate","20",116,"No Results Available","Drug",4,0
"1910","NCT00268983","Lymphoma","Completed","Biological: Tositumomab and Iodine I 131 Tositumomab|Biological: Rituximab","30",14,"Has Results","Bio",6,1
"1911","NCT00787969","Lymphoma","Completed","Biological: rituximab|Drug: cladribine|Drug: temsirolimus|Biological: Filgrastim|Biological: Pegfilgrastim","10",74,"No Results Available","Both",2,1
"1912","NCT00005609","Lymphoma","Completed","Biological: rituximab","20",NA,"No Results Available","Bio",4,1
"1913","NCT00004889","Lymphoma","Completed","Biological: rituximab","20",8,"No Results Available","Bio",4,1
"1914","NCT00003416","Lymphoma","Completed","Biological: filgrastim|Biological: recombinant interferon alfa|Drug: dexamethasone|Drug: melphalan|Procedure: peripheral blood stem cell transplantation","20",9,"No Results Available","Drug",4,1
"1915","NCT00006252","Leukemia","Completed","Drug: fludarabine phosphate|Drug: Cyclophosphamide|Biological: PBSC|Drug: G-CSF|Biological: Donor lymphocytes","20",47,"No Results Available","Both",4,1
"1916","NCT02546102","Brain","Suspended","Biological: ICT-107|Biological: Placebo","30",414,"No Results Available","Bio",6,0
"1917","NCT01013961","Leukemia","Terminated","Biological: alemtuzumab|Biological: rituximab","20",31,"Has Results","Bio",4,0
"1918","NCT00089115","Lymphoma","Terminated","Biological: autologous immunoglobulin idiotype-KLH conjugate vaccine|Biological: rituximab|Biological: sargramostim","30",NA,"No Results Available","Bio",6,0
