"","Site","NCTNum","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success","totalcost","EstNewCases","EstDeaths","Survival_5yr"
"1227","Lymphoma","NCT00003993","Completed","Biological: aldesleukin|Drug: bryostatin 1","10",24,"No Results Available","Drug",2,1,20688.2,83180,20960,67.9
"1228","Lymphoma","NCT00039195","Completed","Biological: filgrastim|Biological: rituximab|Drug: carboplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: ifosfamide|Drug: prednisone|Drug: vincristine sulfate|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",98,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1229","Lymphoma","NCT02566265","Completed","Biological: Fluzone High Dose Vaccine|Biological: Standard of care/Placebo","20",122,"Has Results","Bio",4,1,20688.2,83180,20960,67.9
"1230","Lymphoma","NCT02258529","Terminated","Drug: Idelalisib|Biological: Rituximab","20",10,"Has Results","Both",4,0,20688.2,83180,20960,67.9
"1231","Lymphoma","NCT00003113","Terminated","Biological: filgrastim|Drug: cyclophosphamide|Drug: etoposide|Drug: lomustine|Drug: procarbazine hydrochloride|Radiation: radiation therapy","20",6,"No Results Available","Drug",4,0,20688.2,83180,20960,67.9
"1232","Lymphoma","NCT00070187","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: recombinant interferon gamma|Drug: carmustine|Drug: cyclosporine|Drug: cytarabine|Drug: etoposide|Drug: melphalan|Procedure: autologous bone marrow transplantation|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation","25",24,"No Results Available","Drug",5,1,20688.2,83180,20960,67.9
"1233","Lymphoma","NCT01536067","Terminated","Biological: ofatumumab|Drug: bortezomib|Other: laboratory biomarker analysis","20",3,"Has Results","Drug",4,0,20688.2,83180,20960,67.9
"1234","Lymphoma","NCT00101010","Completed","Biological: Filgrastim|Biological: Pegfilgrastim|Biological: Rituximab|Drug: Cyclophosphamide|Drug: Pegylated liposomal doxorubicin hydrochloride|Drug: Prednisone|Drug: Vincristine Sulfate","20",80,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1235","Lymphoma","NCT00062244","Completed","Biological: oblimersen sodium","15",58,"No Results Available","Bio",3,1,20688.2,83180,20960,67.9
"1236","Lymphoma","NCT00138164","Completed","Biological: denileukin diftitox","20",50,"No Results Available","Bio",4,1,20688.2,83180,20960,67.9
"1237","Lymphoma","NCT00265928","Terminated","Drug: bortezomib|Drug: rituximab|Procedure: antibody therapy|Procedure: biological therapy|Procedure: enzyme inhibitor therapy|Procedure: monoclonal antibody therapy","20",46,"No Results Available","Drug",4,0,20688.2,83180,20960,67.9
"1238","Lymphoma","NCT00811733","Completed","Biological: Ofatumumab","20",37,"Has Results","Bio",4,1,20688.2,83180,20960,67.9
"1239","Lymphoma","NCT01334502","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: everolimus|Drug: prednisone|Drug: vincristine sulfate","10",26,"No Results Available","Drug",2,1,20688.2,83180,20960,67.9
"1240","Lymphoma","NCT00002524","Completed","Biological: Bleomycin Sulfate|Biological: Filgrastim|Drug: Cisplatin|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Doxorubicin Hydrochloride (DOX)|Drug: Etoposide|Drug: Fluorouracil|Drug: Ifosfamide|Drug: Leucovorin calcium|Drug: Methotrexate|Drug: Methylprednisolone|Drug: Pentamidine|Drug: Prednisone|Drug: Trimethoprim-Sulfamethoxazole|Drug: Vincristine Sulfate|Drug: Zidovudine (AZT)|Radiation: Radiation Therapy","20",46,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1241","Lymphoma","NCT01145495","Completed","Other: Laboratory Biomarker Analysis|Drug: Lenalidomide|Biological: Rituximab","20",63,"Has Results","Both",4,1,20688.2,83180,20960,67.9
"1242","Lymphoma","NCT01812005","Terminated","Drug: alisertib|Biological: rituximab|Other: laboratory biomarker analysis","20",14,"Has Results","Both",4,0,20688.2,83180,20960,67.9
"1243","Lymphoma","NCT02254772","Completed","Biological: Ipilimumab|Drug: SD-101|Radiation: Radiation therapy","15",9,"Has Results","Drug",3,1,20688.2,83180,20960,67.9
"1244","Lymphoma","NCT00006708","Terminated","Biological: filgrastim|Biological: rituximab|Drug: carboplatin|Drug: etoposide|Drug: ifosfamide","30",7,"No Results Available","Drug",6,0,20688.2,83180,20960,67.9
"1245","Lymphoma","NCT00003505","Withdrawn","Drug: antineoplaston A10|Drug: antineoplaston AS2-1|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0,20688.2,83180,20960,67.9
"1246","Lymphoma","NCT00324831","Suspended","Drug: autologous immunoglobulin idiotype-KLH conjugate vaccine|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: rituximab|Drug: sargramostim|Drug: vincristine|Procedure: Intervention/procedure|Procedure: antibody therapy|Procedure: biological therapy|Procedure: chemotherapy|Procedure: colony-stimulating factor therapy|Procedure: cytokine therapy|Procedure: monoclonal antibody therapy|Procedure: non-specific immune-modulator therapy|Procedure: therapeutic procedure|Procedure: tumor cell derivative vaccine|Procedure: vaccine therapy","30",480,"No Results Available","Drug",6,0,20688.2,83180,20960,67.9
"1247","Lymphoma","NCT00001563","Completed","Biological: Filgrastim|Biological: Rituximab|Drug: EPOCH","20",39,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1248","Lymphoma","NCT00004192","Completed","Biological: filgrastim|Biological: pegfilgrastim|Drug: cisplatin|Drug: cytarabine|Drug: etoposide|Drug: methylprednisolone","20",60,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1249","Lymphoma","NCT00654732","Completed","Drug: Bleomycin|Drug: Dacarbazine|Drug: Doxorubicin Hydrochloride|Biological: Rituximab|Drug: Vinblastine","20",58,"No Results Available","Both",4,1,20688.2,83180,20960,67.9
"1250","Lymphoma","NCT00003849","Completed","Biological: rituximab","20",39,"No Results Available","Bio",4,1,20688.2,83180,20960,67.9
"1251","Lymphoma","NCT00003150","Completed","Biological: rituximab|Drug: CHOP regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","30",630,"No Results Available","Drug",6,1,20688.2,83180,20960,67.9
"1252","Lymphoma","NCT00005964","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: vincristine sulfate","20",59,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1253","Lymphoma","NCT00002635","Completed","Biological: filgrastim|Drug: aminocamptothecin","20",12,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1254","Lymphoma","NCT00268983","Completed","Biological: Tositumomab and Iodine I 131 Tositumomab|Biological: Rituximab","30",14,"Has Results","Bio",6,1,20688.2,83180,20960,67.9
"1255","Lymphoma","NCT00098774","Completed","Biological: filgrastim|Biological: rituximab|Drug: cytarabine|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: temozolomide","20",47,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1256","Lymphoma","NCT00005089","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Radiation: radiation therapy","20",71,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1257","Lymphoma","NCT00003416","Completed","Biological: filgrastim|Biological: recombinant interferon alfa|Drug: dexamethasone|Drug: melphalan|Procedure: peripheral blood stem cell transplantation","20",9,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1258","Lymphoma","NCT00389818","Completed","Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Biological: sargramostim|Drug: cyclophosphamide|Drug: pegylated liposomal doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis","20",43,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1259","Lymphoma","NCT00002571","Completed","Biological: bleomycin sulfate|Biological: filgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: prednisone|Drug: trimethoprim-sulfamethoxazole|Drug: vincristine sulfate|Radiation: radiation therapy|Drug: Intrathecal cytarabine","20",52,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1260","Lymphoma","NCT01686165","Completed","Drug: belinostat|Biological: rituximab|Radiation: yttrium Y 90 ibritumomab tiuxetan","20",5,"Has Results","Both",4,1,20688.2,83180,20960,67.9
"1261","Lymphoma","NCT00238368","Completed","Biological: filgrastim|Biological: rituximab|Drug: busulfan|Drug: cisplatin|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: methylprednisolone|Drug: prednisone|Drug: vincristine sulfate|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation|Procedure: positron emission tomography|Radiation: fludeoxyglucose F 18|Radiation: radiation therapy","20",59,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1262","Lymphoma","NCT00079443","Terminated","Drug: romidepsin|Biological: rituximab|Drug: fludarabine phosphate|Other: laboratory biomarker analysis","20",60,"No Results Available","Both",4,0,20688.2,83180,20960,67.9
"1263","Lymphoma","NCT00003356","Completed","Biological: aldesleukin|Biological: rituximab","15",58,"No Results Available","Bio",3,1,20688.2,83180,20960,67.9
"1264","Lymphoma","NCT00005601","Completed","Biological: rituximab|Drug: cisplatin|Drug: cytarabine|Drug: dexamethasone|Drug: sargramostim","20",58,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1265","Lymphoma","NCT00244946","Completed","Biological: therapeutic autologous lymphocytes|Drug: carmustine|Drug: cytarabine|Drug: etoposide|Drug: melphalan|Procedure: peripheral blood stem cell transplantation (PBSCT)","10",15,"No Results Available","Drug",2,1,20688.2,83180,20960,67.9
"1266","Lymphoma","NCT01729806","Completed","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Rituximab","10",32,"No Results Available","Bio",2,1,20688.2,83180,20960,67.9
"1267","Lymphoma","NCT00062114","Completed","Biological: rituximab|Radiation: yttrium Y 90 ibritumomab tiuxetan","20",84,"No Results Available","Bio",4,1,20688.2,83180,20960,67.9
"1268","Lymphoma","NCT00028665","Completed","Biological: filgrastim|Biological: rituximab|Drug: carmustine|Drug: cisplatin|Drug: cyclophosphamide|Drug: etoposide|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",37,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1269","Lymphoma","NCT00460109","Completed","Biological: denileukin diftitox|Biological: rituximab","20",24,"Has Results","Bio",4,1,20688.2,83180,20960,67.9
"1270","Lymphoma","NCT00001575","Completed","Biological: Y-90 Humanized Anti-Tac|Drug: Calcium-DTPA","15",87,"Has Results","Drug",3,1,20688.2,83180,20960,67.9
"1271","Lymphoma","NCT00003595","Completed","Biological: filgrastim|Biological: rituximab|Drug: CHOP regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","30",120,"No Results Available","Drug",6,1,20688.2,83180,20960,67.9
"1272","Lymphoma","NCT00025259","Completed","Biological: Bleomycin Sulfate|Drug: Cisplatin|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Dexamethasone|Drug: Doxorubicin Hydrochloride|Drug: Etoposide|Biological: Filgrastim|Radiation: Involved-Field Radiation Therapy|Drug: Prednisone|Drug: Vincristine Sulfate Liposome","30",1734,"Has Results","Both",6,1,20688.2,83180,20960,67.9
"1273","Lymphoma","NCT00301795","Terminated","Biological: oblimersen sodium|Biological: rituximab|Other: laboratory biomarker analysis","20",52,"No Results Available","Bio",4,0,20688.2,83180,20960,67.9
"1274","Lymphoma","NCT00433537","Completed","Drug: bortezomib|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: vincristine|Drug: dexamethasone|Biological: filgrastim|Biological: pegfilgrastim|Procedure: Autologous stem cell transplantation (ASCT)","20",77,"Has Results","Both",4,1,20688.2,83180,20960,67.9
"1275","Lymphoma","NCT00086944","Completed","Biological: oblimersen sodium|Biological: rituximab|Drug: ifosfamide|Drug: carboplatin|Drug: etoposide|Biological: filgrastim|Biological: pegfilgrastim|Other: laboratory biomarker analysis","15",25,"No Results Available","Both",3,1,20688.2,83180,20960,67.9
"1276","Lymphoma","NCT00854581","Terminated","Biological: PEG-interferon alfa-2b|Biological: Interferon alfa-2b|Drug: Valproic Acid|Drug: Zidovudine","40",13,"Has Results","Drug",7,0,20688.2,83180,20960,67.9
"1277","Lymphoma","NCT00004010","Completed","Biological: bleomycin sulfate|Biological: filgrastim|Drug: ABVD regimen|Drug: cyclophosphamide|Drug: dacarbazine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: procarbazine hydrochloride|Drug: vinblastine sulfate|Drug: vincristine sulfate|Radiation: radiation therapy","20",99,"No Results Available","Drug",4,1,20688.2,83180,20960,67.9
"1278","Lymphoma","NCT00301821","Completed","Biological: epratuzumab|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","20",107,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1279","Lymphoma","NCT00003615","Completed","Biological: denileukin diftitox","20",77,"No Results Available","Bio",4,1,20688.2,83180,20960,67.9
"1280","Lymphoma","NCT00376961","Completed","Biological: rituximab|Drug: bortezomib|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","20",68,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1281","Lymphoma","NCT00881387","Withdrawn","Biological: rituximab|Drug: gemcitabine hydrochloride|Drug: vinorelbine ditartrate","20",0,"No Results Available","Drug",4,0,20688.2,83180,20960,67.9
"1282","Lymphoma","NCT00720876","Completed","Biological: rituximab|Drug: vorinostat","20",30,"Has Results","Drug",4,1,20688.2,83180,20960,67.9
"1283","Melanoma","NCT00023647","Completed","Biological: Synchrotope TA2M","10",26,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1284","Melanoma","NCT01369888","Terminated","Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Tumor Infiltrating Lymphocytes|Drug: IL-15","15",3,"Has Results","Both",3,0,4576.9,91270,9320,89.3
"1285","Melanoma","NCT00125749","Completed","Biological: Dendritic cell vaccination","15",30,"No Results Available","Bio",3,1,4576.9,91270,9320,89.3
"1286","Melanoma","NCT00017316","Completed","Drug: semaxanib|Drug: thalidomide","20",35,"No Results Available","Drug",4,1,4576.9,91270,9320,89.3
"1287","Melanoma","NCT00580060","Completed","Biological: GM-CSF DNA, NSC 683472 gp100: 209-217(210M), NSC 699048 Tyrosinase: 368-376(370D)","05",20,"No Results Available","Bio",1,1,4576.9,91270,9320,89.3
"1288","Melanoma","NCT00184067","Terminated","Biological: Montanide ISA 51","20",23,"No Results Available","Bio",4,0,4576.9,91270,9320,89.3
"1289","Melanoma","NCT00003715","Terminated","Biological: BCG vaccine|Biological: autologous tumor cell vaccine|Biological: recombinant interferon alfa|Drug: chemotherapy|Drug: cyclophosphamide","20",425,"No Results Available","Drug",4,0,4576.9,91270,9320,89.3
"1290","Melanoma","NCT00729950","Completed","Biological: MDX-010","10",92,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1291","Melanoma","NCT00085306","Completed","Biological: recombinant interferon beta","20",21,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1292","Melanoma","NCT00003027","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: recombinant interferon alfa|Drug: cisplatin|Drug: dacarbazine|Drug: vinblastine","30",482,"No Results Available","Drug",6,1,4576.9,91270,9320,89.3
"1293","Melanoma","NCT02339571","Suspended","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Nivolumab|Other: Questionnaire Administration|Biological: Sargramostim","25",400,"No Results Available","Bio",5,0,4576.9,91270,9320,89.3
"1294","Melanoma","NCT01042366","Terminated","Biological: Vaccination","20",16,"Has Results","Bio",4,0,4576.9,91270,9320,89.3
"1295","Melanoma","NCT01875653","Terminated","Biological: Autologous Dendritic Cell-Tumor Cell Immunotherapy (DC-TC)|Biological: Autologous PBMCs in GM-CSF (MC)","30",250,"No Results Available","Bio",6,0,4576.9,91270,9320,89.3
"1296","Melanoma","NCT01489059","Completed","Biological: BMS-982470 (recombinant interleukin-21)|Biological: Ipilimumab","10",42,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1297","Melanoma","NCT00436930","Completed","Biological: autologous tumor cell vaccine|Biological: sargramostim|Biological: therapeutic autologous dendritic cells","20",200,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1298","Melanoma","NCT01029873","Completed","Drug: Cisplatin|Biological: ALT-801","15",25,"No Results Available","Both",3,1,4576.9,91270,9320,89.3
"1299","Melanoma","NCT00278122","Suspended","Biological: sargramostim|Drug: paclitaxel","20",42,"No Results Available","Drug",4,0,4576.9,91270,9320,89.3
"1300","Melanoma","NCT00610311","Terminated","Drug: cyclophosphamide|Drug: fludarabine phosphate|Biological: Aldesleukin|Biological: ALVAC gp100 Vaccine|Biological: anti-gp100:154-162 Tcell receptor (TCR) peripheral blood lymphocyte (PBL)","20",3,"Has Results","Both",4,0,4576.9,91270,9320,89.3
"1301","Melanoma","NCT00001832","Completed","Drug: gp100:209-217 (210M)|Drug: Montanide ISA-51|Drug: IL-2|Drug: MART-1:26-35(27L)|Biological: Abl cells|Drug: Fludarabine|Drug: Cyclophosphamide|Biological: GCSF (Growth colony stimulating factor)|Procedure: Apheresis","20",170,"Has Results","Both",4,1,4576.9,91270,9320,89.3
"1302","Melanoma","NCT00003274","Completed","Biological: gp100 antigen|Biological: incomplete Freund's adjuvant|Biological: sargramostim|Biological: tyrosinase peptide","20",48,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1303","Melanoma","NCT00612222","Terminated","Biological: autologous anti-MART-1 F5 T-cell receptor gene-engineered peripheral blood lymphocytes|Biological: ALVAC MART-1 Vaccine|Biological: aldesleukin|Drug: cyclophosphamide|Drug: fludarabine phosphate","20",4,"Has Results","Drug",4,0,4576.9,91270,9320,89.3
"1304","Melanoma","NCT00101166","Completed","Biological: Bystander-Based Autologous Tumor Cell Vaccine","20",43,"Has Results","Bio",4,1,4576.9,91270,9320,89.3
"1305","Melanoma","NCT02027961","Completed","Biological: MEDI4736|Drug: Dabrafenib|Drug: Trametinib","15",68,"No Results Available","Drug",3,1,4576.9,91270,9320,89.3
"1306","Melanoma","NCT00976573","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: everolimus|Drug: paclitaxel","20",149,"Has Results","Drug",4,1,4576.9,91270,9320,89.3
"1307","Melanoma","NCT01585415","Terminated","Drug: Vemurafenib|Biological: Young TIL|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin","10",12,"No Results Available","Both",2,0,4576.9,91270,9320,89.3
"1308","Melanoma","NCT00970996","Completed","Drug: Temozolomide|Drug: Abraxane|Drug: Cisplatin|Biological: Interleukin-2|Biological: Interferon alpha 2b","10",10,"No Results Available","Both",2,1,4576.9,91270,9320,89.3
"1309","Melanoma","NCT00026221","Completed","Biological: Recombinant Interferon Alfa|Biological: Bevacizumab","20",57,"Has Results","Bio",4,1,4576.9,91270,9320,89.3
"1310","Melanoma","NCT00683670","Completed","Drug: cyclophosphamide|Biological: Mature dendritic cell vaccine","10",17,"No Results Available","Both",2,1,4576.9,91270,9320,89.3
"1311","Melanoma","NCT00289016","Completed","Drug: Talimogene Laherparepvec","20",50,"Has Results","Drug",4,1,4576.9,91270,9320,89.3
"1312","Melanoma","NCT00052130","Unknown status","Biological: CancerVax vaccine (CANVAXIN)","30",1118,"No Results Available","Bio",6,0,4576.9,91270,9320,89.3
"1313","Melanoma","NCT00334776","Completed","Biological: MART-1 antigen|Biological: gp100:209-217(210M) peptide vaccine|Biological: therapeutic autologous dendritic cells|Biological: tyrosinase peptide","20",6,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1314","Melanoma","NCT00004196","Completed","Biological: recombinant interferon alfa|Procedure: lymphangiography|Drug: Observation","30",3000,"No Results Available","Drug",6,1,4576.9,91270,9320,89.3
"1315","Melanoma","NCT00743496","Completed","Biological: Anti-GD2 antibody","10",50,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1316","Melanoma","NCT00109863","Completed","Biological: hu14.18-IL2 fusion protein","20",14,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1317","Melanoma","NCT00698100","Completed","Biological: human tyrosinase|Biological: mouse tyrosinase","10",18,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1318","Melanoma","NCT00085397","Unknown status","Biological: autologous dendritic cell-tumor fusion vaccine|Biological: gp100 antigen|Biological: therapeutic autologous dendritic cells","20",40,"No Results Available","Bio",4,0,4576.9,91270,9320,89.3
"1319","Melanoma","NCT00116363","Unknown status","Genetic: investigational drug INGN 241","20",25,"No Results Available","Drug",4,0,4576.9,91270,9320,89.3
"1320","Melanoma","NCT02272855","Completed","Biological: HF10 plus Ipilimumab","20",46,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1321","Melanoma","NCT00085462","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: gp100-fowlpox vaccine|Biological: therapeutic autologous lymphocytes|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate","10",61,"No Results Available","Drug",2,1,4576.9,91270,9320,89.3
"1322","Melanoma","NCT00471887","Completed","Biological: CP-675,206","20",34,"No Results Available","Bio",4,1,4576.9,91270,9320,89.3
"1323","Melanoma","NCT01989559","Completed","Biological: gp100:209-217(210M) Peptide Vaccine|Biological: HPV 16 E7:12-20 Peptide Vaccine|Other: Laboratory Biomarker Analysis","10",30,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1324","Melanoma","NCT00613509","Terminated","Biological: ALVAC(2) Melanoma multi-antigen therapeutic vaccine|Biological: Intron A, Interferon alpha -2b","20",23,"Has Results","Bio",4,0,4576.9,91270,9320,89.3
"1325","Melanoma","NCT01106235","Terminated","Biological: therapeutic autologous lymphocytes|Biological: aldesleukin|Drug: cyclophosphamide|Procedure: biopsy","10",12,"No Results Available","Drug",2,0,4576.9,91270,9320,89.3
"1326","Melanoma","NCT00002786","Completed","Biological: aldesleukin|Biological: therapeutic tumor infiltrating lymphocytes","15",20,"No Results Available","Bio",3,1,4576.9,91270,9320,89.3
"1327","Melanoma","NCT00925314","Unknown status","Biological: CB-10-01 (Transgenic Lymphocyte Immunization)","20",20,"No Results Available","Bio",4,0,4576.9,91270,9320,89.3
"1328","Melanoma","NCT02771340","Completed","Biological: ICON-1","10",10,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1329","Melanoma","NCT01236573","Terminated","Drug: Fludarabine|Drug: Cyclophosphamide|Biological: IL-12 transduced TIL","15",34,"Has Results","Both",3,0,4576.9,91270,9320,89.3
"1330","Melanoma","NCT00871533","Terminated","Drug: IFNa2b|Drug: PEG- IFNa2b","05",50,"No Results Available","Drug",1,0,4576.9,91270,9320,89.3
"1331","Melanoma","NCT00398450","Unknown status","Biological: recombinant interferon alfa-2b|Drug: azacitidine","10",12,"No Results Available","Drug",2,0,4576.9,91270,9320,89.3
"1332","Melanoma","NCT00090896","Completed","Biological: maximum tolerated dose of anti-cytotoxic T-lymphocyte-associated antigen-4 monoclonal antibody","10",18,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1333","Melanoma","NCT00626405","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: paclitaxel albumin-stabilized nanoparticle formulation|Drug: temozolomide","20",95,"Has Results","Drug",4,1,4576.9,91270,9320,89.3
"1334","Melanoma","NCT00509288","Completed","Biological: autologous anti-MART-1 F5 T-cell receptor|Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Aldesleukin|Biological: autologous anti-MART-1 F5 T-cell receptor gene-engineered tumor infiltrating lymphocytes","20",24,"Has Results","Both",4,1,4576.9,91270,9320,89.3
"1335","Melanoma","NCT00002754","Completed","Biological: monoclonal antibody Me1-14 F(ab')2","10",6,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1336","Melanoma","NCT01079741","Completed","Biological: NY-ESO-1 protein; Poly-ICLC; Montanide","15",34,"Has Results","Bio",3,1,4576.9,91270,9320,89.3
"1337","Melanoma","NCT01730157","Terminated","Biological: ipilimumab|Radiation: yttrium Y 90 glass microspheres|Other: laboratory biomarker analysis","05",6,"No Results Available","Bio",1,0,4576.9,91270,9320,89.3
"1338","Melanoma","NCT00062036","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: incomplete Freund's adjuvant|Biological: interleukin-2 gene|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate","15",33,"No Results Available","Drug",3,1,4576.9,91270,9320,89.3
"1339","Melanoma","NCT00111696","Completed","Biological: MEDI-522","10",18,"No Results Available","Bio",2,1,4576.9,91270,9320,89.3
"1340","Melanoma","NCT00004025","Unknown status","Biological: aldesleukin|Biological: dendritic cell-gp100-MART-1 antigen vaccine","15",36,"No Results Available","Bio",3,0,4576.9,91270,9320,89.3
"1341","Melanoma","NCT01989572","Completed","Biological: sargramostim|Biological: peptide vaccine|Other: GM-CSF placebo|Other: peptide placebo","30",815,"Has Results","Bio",6,1,4576.9,91270,9320,89.3
"1342","Melanoma","NCT01264731","Completed","Biological: MELITAC 12.1|Drug: Imiquimod","10",4,"No Results Available","Drug",2,1,4576.9,91270,9320,89.3
"1343","Melanoma","NCT00254397","Completed","Drug: Leuprolide|Biological: GP100: 209-217(210M) Peptide|Biological: MAGE-3 Peptide","20",98,"No Results Available","Both",4,1,4576.9,91270,9320,89.3
"1344","Melanoma","NCT00004141","Completed","Drug: Cisplatin|Drug: dacarbazine|Drug: Granulocyte-macrophage colony-stimulating factor","20",46,"No Results Available","Drug",4,1,4576.9,91270,9320,89.3
"1345","Melanoma","NCT00671554","Terminated","Biological: Melaxin (autologous dendritoma vaccine) and BCG","15",3,"Has Results","Bio",3,0,4576.9,91270,9320,89.3
"1346","Melanoma","NCT00746746","Unknown status","Biological: HyperAcute vaccine|Drug: Pegylated Interferon-Alpha 2b","20",30,"No Results Available","Drug",4,0,4576.9,91270,9320,89.3
"1347","Melanoma","NCT00006113","Terminated","Biological: MART-1 antigen|Biological: aldesleukin|Biological: gp100 antigen|Biological: recombinant CD40-ligand|Biological: recombinant interferon gamma|Biological: recombinant interleukin-4|Biological: sargramostim|Biological: therapeutic autologous dendritic cells|Biological: therapeutic tumor infiltrating lymphocytes|Biological: tyrosinase peptide|Radiation: Candida albicans skin test reagent","20",25,"No Results Available","Bio",4,0,4576.9,91270,9320,89.3
"1348","Melanoma","NCT01363206","Unknown status","Biological: Granulocyte-Macrophage Colony Stimulating Factor (GM-CSF)|Biological: Ipilimumab","20",43,"No Results Available","Bio",4,0,4576.9,91270,9320,89.3
"1349","Melanoma","NCT01814046","Terminated","Drug: Aldesleukin|Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Young Tumor Infiltrating Lymphocytes (TIL)","20",24,"Has Results","Both",4,0,4576.9,91270,9320,89.3
